workload	opcode	result_type	operand_types	count	share_percent
SPASS	call	i32	ptr,i32,ptr,i32,i32,ptr,ptr,ptr	4	0.002925
SPASS	call	i32	ptr,i32,ptr,ptr,ptr,ptr	4	0.002925
SPASS	call	i32	ptr,i32,ptr,ptr,ptr,ptr,ptr,ptr	4	0.002925
SPASS	call	i32	ptr,ptr,i32,i32,ptr,ptr,ptr,ptr	4	0.002925
SPASS	call	i64	ptr,i64,i64,ptr,ptr	4	0.002925
SPASS	call	ptr	i64,ptr	4	0.002925
SPASS	call	ptr	ptr,i32,i32,ptr,i32,i32,i32,ptr,ptr,ptr	4	0.002925
SPASS	call	ptr	ptr,ptr,i32,i32,ptr,ptr,ptr	4	0.002925
SPASS	call	ptr	ptr,ptr,ptr,i32,i32,ptr	4	0.002925
SPASS	call	ptr	ptr,ptr,ptr,i32,i32,ptr,ptr,ptr,ptr	4	0.002925
SPASS	call	ptr	ptr,ptr,ptr,i32,ptr,i32,i32,ptr,ptr,ptr	4	0.002925
SPASS	icmp	i1	i8,i8	4	0.002925
SPASS	switch	void	i32,label,label,label,label,label	4	0.002925
SPASS	urem	i64	i64,i64	4	0.002925
SPASS	and	i64	i64,i64	3	0.002193
SPASS	call	i32	i32,ptr,ptr,i32,ptr,ptr	3	0.002193
SPASS	call	i32	ptr,i32,i32,i32,ptr,i32,i32,i32,ptr	3	0.002193
SPASS	call	i32	ptr,i32,i32,ptr,ptr,i32,ptr,ptr,ptr	3	0.002193
SPASS	call	i32	ptr,i32,ptr,ptr,ptr,ptr,ptr	3	0.002193
SPASS	call	i32	ptr,ptr,i32,i32,ptr,ptr	3	0.002193
SPASS	call	i64	ptr,ptr,i32,ptr	3	0.002193
SPASS	call	ptr	ptr,i32,i32,i32,ptr	3	0.002193
SPASS	call	ptr	ptr,i32,ptr,ptr,ptr,ptr,ptr	3	0.002193
SPASS	call	ptr	ptr,ptr,i32,i32,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	3	0.002193
SPASS	call	ptr	ptr,ptr,ptr,i32,ptr,i32,ptr,ptr,ptr,ptr	3	0.002193
SPASS	call	ptr	ptr,ptr,ptr,ptr,i32,ptr	3	0.002193
SPASS	call	void	i32,ptr,ptr,ptr,ptr,ptr	3	0.002193
SPASS	call	void	ptr,i32,i32,ptr,ptr,ptr	3	0.002193
SPASS	call	void	ptr,i32,ptr,i32,ptr,ptr,ptr	3	0.002193
SPASS	call	void	ptr,ptr,i32,ptr,i32,ptr,ptr,ptr	3	0.002193
SPASS	call	void	ptr,ptr,i32,ptr,ptr,ptr	3	0.002193
SPASS	call	double	double,ptr	2	0.001462
SPASS	call	i32	i32,i32,ptr,ptr,ptr	2	0.001462
SPASS	call	i32	ptr,i32,ptr,i32,ptr,ptr,ptr,ptr,ptr	2	0.001462
SPASS	call	i32	ptr,ptr,i32,ptr,ptr,i32,i32,ptr,ptr	2	0.001462
SPASS	call	i32	ptr,ptr,ptr,ptr,i32,i32,ptr	2	0.001462
SPASS	call	i32	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	2	0.001462
SPASS	call	ptr	i32,i32,i32,ptr	2	0.001462
SPASS	call	ptr	i32,ptr,ptr,ptr,i32,ptr,ptr,ptr,ptr	2	0.001462
SPASS	call	ptr	ptr,i16,ptr,ptr	2	0.001462
SPASS	call	ptr	ptr,i32,ptr,i32,i32,i32,ptr,ptr,ptr	2	0.001462
SPASS	call	ptr	ptr,i32,ptr,i32,ptr	2	0.001462
SPASS	call	ptr	ptr,i32,ptr,ptr,i32,i32,i32,ptr,ptr,ptr	2	0.001462
SPASS	call	ptr	ptr,i32,ptr,ptr,i32,ptr,ptr,ptr,ptr	2	0.001462
SPASS	call	ptr	ptr,i32,ptr,ptr,ptr,i32,ptr,ptr,ptr,ptr	2	0.001462
SPASS	call	ptr	ptr,i64,ptr	2	0.001462
SPASS	call	ptr	ptr,ptr,i16,ptr	2	0.001462
SPASS	call	ptr	ptr,ptr,i32,i32,i32,ptr,ptr	2	0.001462
SPASS	call	ptr	ptr,ptr,i32,i32,i32,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	2	0.001462
SPASS	call	ptr	ptr,ptr,i64,i64,ptr,ptr	2	0.001462
SPASS	call	ptr	ptr,ptr,i64,ptr	2	0.001462
SPASS	call	ptr	ptr,ptr,ptr,i32,ptr	2	0.001462
SPASS	call	ptr	ptr,ptr,ptr,ptr,ptr,i32,i32,ptr,ptr	2	0.001462
SPASS	call	ptr	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	2	0.001462
SPASS	call	void	i64,ptr	2	0.001462
SPASS	call	void	ptr,i32,i32,i32,ptr	2	0.001462
SPASS	call	void	ptr,i32,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	2	0.001462
SPASS	call	void	ptr,i64,i64,ptr,ptr	2	0.001462
SPASS	call	void	ptr,ptr,i32,ptr,ptr	2	0.001462
SPASS	call	void	ptr,ptr,ptr,i32,ptr	2	0.001462
SPASS	call	void	ptr,ptr,ptr,ptr,i32,ptr,ptr,ptr	2	0.001462
SPASS	call	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr	2	0.001462
SPASS	fptoui	i32	double	2	0.001462
SPASS	phi	i1	i1,i1,i1,i1,i1,i1,i1,i1	2	0.001462
SPASS	ret	void	i16	2	0.001462
SPASS	sdiv	i64	i64,i64	2	0.001462
SPASS	sext	i64	i16	2	0.001462
SPASS	shl	i32	i32,i32	2	0.001462
SPASS	sitofp	double	i32	2	0.001462
SPASS	srem	i32	i32,i32	2	0.001462
SPASS	switch	void	i32,label	2	0.001462
SPASS	zext	i64	i8	2	0.001462
SPASS	call	i32	i32,i1,ptr	1	0.000731
SPASS	call	i32	i32,ptr,ptr,ptr,ptr,i32,ptr	1	0.000731
SPASS	call	i32	i32,ptr,ptr,ptr,ptr,ptr	1	0.000731
SPASS	call	i32	i8,ptr	1	0.000731
SPASS	call	i32	ptr,i32,i32,i32,i32,i32,ptr	1	0.000731
SPASS	call	i32	ptr,i32,i32,i32,i32,i32,ptr,i32,ptr	1	0.000731
SPASS	call	i32	ptr,i32,i64,ptr	1	0.000731
SPASS	call	i32	ptr,i32,ptr,i32,ptr,ptr	1	0.000731
SPASS	call	i64	ptr	1	0.000731
SPASS	call	ptr	i32,i32,ptr,ptr	1	0.000731
SPASS	call	ptr	ptr,ptr,i32,ptr,i32,ptr,i32,ptr	1	0.000731
SPASS	call	ptr	ptr,ptr,i32,ptr,ptr,ptr,ptr,ptr	1	0.000731
SPASS	call	ptr	ptr,ptr,ptr,i32,i32,ptr,ptr	1	0.000731
SPASS	call	ptr	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	1	0.000731
SPASS	call	void	i32,ptr,ptr,ptr	1	0.000731
SPASS	call	void	ptr,i32,i32,ptr,ptr,ptr,ptr	1	0.000731
SPASS	call	void	ptr,i32,ptr,i32,ptr,ptr,ptr,ptr	1	0.000731
SPASS	call	void	ptr,i32,ptr,ptr,ptr,ptr,ptr	1	0.000731
SPASS	call	void	ptr,i64,ptr	1	0.000731
SPASS	call	void	ptr,i8,i64,i1,ptr	1	0.000731
SPASS	call	void	ptr,ptr,ptr,i32,ptr,ptr,ptr	1	0.000731
SPASS	call	void	ptr,ptr,ptr,ptr,i16,ptr,ptr	1	0.000731
SPASS	call	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	1	0.000731
SPASS	phi	i1	i1,i1,i1,i1,i1,i1,i1,i1,i1,i1,i1,i1,i1	1	0.000731
SPASS	ret	void	float	1	0.000731
SPASS	store	void	float,ptr	1	0.000731
SPASS	switch	void	i32,label,label,label,label,label,label	1	0.000731
SPASS	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000731
SPASS	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000731
SPASS	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000731
SPASS	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000731
SPASS	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000731
sqlite3	load	ptr	ptr	24180	21.144311
sqlite3	getelementptr	ptr	ptr,i32,i32	11618	10.159413
sqlite3	load	i32	ptr	11119	9.723060
sqlite3	br	void	label	8712	7.618248
sqlite3	alloca	ptr	i32	6852	5.991763
sqlite3	store	void	i32,ptr	6802	5.948040
sqlite3	br	void	i1,label,label	6604	5.774898
sqlite3	store	void	ptr,ptr	5722	5.003629
sqlite3	icmp	i1	i32,i32	4584	4.008500
sqlite3	getelementptr	ptr	ptr,i64	2459	2.150284
sqlite3	load	i8	ptr	2070	1.810121
sqlite3	sext	i64	i32	2006	1.754156
sqlite3	icmp	i1	ptr,ptr	1703	1.489196
sqlite3	add	i32	i32,i32	1674	1.463837
sqlite3	zext	i32	i8	1409	1.232106
sqlite3	store	void	i8,ptr	1035	0.905060
sqlite3	call	void	ptr,ptr	820	0.717053
sqlite3	getelementptr	ptr	ptr,i64,i64	681	0.595504
sqlite3	call	i32	ptr,ptr	656	0.573642
sqlite3	load	i16	ptr	602	0.526422
sqlite3	and	i32	i32,i32	600	0.524673
sqlite3	ret	void	i32	519	0.453842
sqlite3	load	i64	ptr	518	0.452967
sqlite3	zext	i32	i16	490	0.428483
sqlite3	sub	i32	i32,i32	438	0.383011
sqlite3	call	i32	ptr,ptr,ptr	419	0.366396
sqlite3	icmp	i1	i8,i8	411	0.359401
sqlite3	ret	void	-	390	0.341037
sqlite3	store	void	i64,ptr	349	0.305185
sqlite3	call	i32	ptr,i32,i32,i32,ptr	326	0.285072
sqlite3	call	void	ptr,i32,ptr	313	0.273704
sqlite3	getelementptr	ptr	ptr,i32	309	0.270206
sqlite3	or	i32	i32,i32	276	0.241349
sqlite3	trunc	i8	i32	258	0.225609
sqlite3	trunc	i32	i64	253	0.221237
sqlite3	store	void	i16,ptr	244	0.213367
sqlite3	call	i32	ptr,i32,ptr	205	0.179263
sqlite3	call	ptr	ptr,ptr	175	0.153030
sqlite3	add	i64	i64,i64	174	0.152155
sqlite3	call	ptr	ptr,ptr,ptr	172	0.150406
sqlite3	load	double	ptr	165	0.144285
sqlite3	call	void	ptr,ptr,i64,i1,ptr	163	0.142536
sqlite3	phi	i1	i1,i1	162	0.141662
sqlite3	call	void	ptr,ptr,ptr	161	0.140787
sqlite3	icmp	i1	i64,i64	149	0.130294
sqlite3	ret	void	ptr	148	0.129419
sqlite3	mul	i32	i32,i32	147	0.128545
sqlite3	zext	i32	i1	147	0.128545
sqlite3	trunc	i16	i32	142	0.124173
sqlite3	shl	i32	i32,i32	140	0.122424
sqlite3	call	void	ptr,ptr,ptr,ptr	137	0.119800
sqlite3	zext	i64	i1	130	0.113679
sqlite3	call	i64	ptr,ptr	127	0.111056
sqlite3	call	i32	ptr,ptr,ptr,ptr	121	0.105809
sqlite3	call	i32	ptr,i32,i32,i32,i32,ptr	120	0.104935
sqlite3	call	ptr	ptr,i32,ptr	110	0.096190
sqlite3	store	void	double,ptr	109	0.095316
sqlite3	call	i32	ptr,ptr,i32,ptr	105	0.091818
sqlite3	lshr	i32	i32,i32	95	0.083073
sqlite3	call	void	ptr,i32,i32,ptr	94	0.082199
sqlite3	select	i32	i1,i32,i32	88	0.076952
sqlite3	call	ptr	i32,ptr	83	0.072580
sqlite3	mul	i64	i64,i64	80	0.069956
sqlite3	call	i32	ptr,i32,i32,ptr	78	0.068207
sqlite3	phi	i32	i32,i32	78	0.068207
sqlite3	zext	i64	i32	77	0.067333
sqlite3	call	i32	ptr,i32,i32,i32,i32,ptr,i32,ptr	76	0.066459
sqlite3	call	ptr	ptr,ptr,ptr,ptr	75	0.065584
sqlite3	call	void	ptr,ptr,i32,ptr	72	0.062961
sqlite3	sext	i32	i16	72	0.062961
sqlite3	sub	i64	i64,i64	70	0.061212
sqlite3	call	void	ptr,i8,i64,i1,ptr	66	0.057714
sqlite3	call	ptr	ptr,i32,ptr,ptr,ptr,ptr	62	0.054216
sqlite3	ptrtoint	i64	ptr	62	0.054216
sqlite3	phi	ptr	ptr,ptr	61	0.053342
sqlite3	sdiv	i32	i32,i32	60	0.052467
sqlite3	call	ptr	ptr	59	0.051593
sqlite3	call	ptr	ptr,ptr,i32,ptr	59	0.051593
sqlite3	call	i32	ptr,ptr,i64,ptr	55	0.048095
sqlite3	call	i32	ptr,i32,i32,ptr,i32,ptr	53	0.046346
sqlite3	call	i32	ptr,i32,ptr,ptr	50	0.043723
sqlite3	call	void	ptr,ptr,i32,ptr,ptr	50	0.043723
sqlite3	zext	i64	i8	45	0.039350
sqlite3	call	ptr	ptr,ptr,ptr,ptr,ptr	42	0.036727
sqlite3	select	ptr	i1,ptr,ptr	42	0.036727
sqlite3	call	i32	i32,ptr	40	0.034978
sqlite3	call	i32	ptr,i32,ptr,i32,ptr	40	0.034978
sqlite3	call	void	ptr,i32,ptr,ptr	38	0.033229
sqlite3	load	fp128	ptr	37	0.032355
sqlite3	sitofp	double	i32	32	0.027983
sqlite3	call	i32	ptr,i32,ptr,ptr,ptr,ptr	29	0.025359
sqlite3	call	void	ptr,i32,ptr,i32,ptr	29	0.025359
sqlite3	fadd	double	double,double	29	0.025359
sqlite3	call	i32	ptr,i32,ptr,ptr,ptr	28	0.024485
sqlite3	fptosi	i32	double	27	0.023610
sqlite3	call	void	ptr,ptr,i32,i32,ptr	26	0.022736
sqlite3	sext	i32	i8	26	0.022736
sqlite3	store	void	fp128,ptr	25	0.021861
sqlite3	ashr	i32	i32,i32	23	0.020112
sqlite3	fmul	double	double,double	23	0.020112
sqlite3	call	i32	ptr,ptr,i32,i64,ptr	22	0.019238
sqlite3	call	ptr	i32,ptr,ptr,ptr,ptr	22	0.019238
sqlite3	fcmp	i1	double,double	22	0.019238
sqlite3	xor	i1	i1,i1	22	0.019238
sqlite3	xor	i32	i32,i32	22	0.019238
sqlite3	call	i32	ptr,ptr,ptr,ptr,ptr	21	0.018364
sqlite3	call	i32	ptr,ptr,ptr,ptr,ptr,ptr	21	0.018364
sqlite3	call	void	ptr,i8,ptr	21	0.018364
sqlite3	phi	i1	i1,i1,i1	20	0.017489
sqlite3	and	i64	i64,i64	19	0.016615
sqlite3	call	i32	i32,ptr,ptr	19	0.016615
sqlite3	call	ptr	ptr,ptr,i32,ptr,ptr	19	0.016615
sqlite3	fdiv	double	double,double	19	0.016615
sqlite3	fsub	double	double,double	19	0.016615
sqlite3	or	i64	i64,i64	19	0.016615
sqlite3	call	i64	ptr,ptr,ptr	18	0.015740
sqlite3	call	ptr	i32,ptr,ptr,i32,ptr	18	0.015740
sqlite3	call	ptr	i32,ptr,ptr,ptr	18	0.015740
sqlite3	call	void	ptr,ptr,ptr,i32,ptr	18	0.015740
sqlite3	zext	i64	i16	18	0.015740
sqlite3	call	i32	ptr,ptr,i32,i8,ptr,ptr	17	0.014866
sqlite3	call	void	ptr	17	0.014866
sqlite3	call	i32	ptr,ptr,i32,i32,ptr,ptr,ptr,ptr,ptr	15	0.013117
sqlite3	call	i32	ptr,ptr,ptr,ptr,i32,ptr,ptr,ptr	15	0.013117
sqlite3	call	ptr	ptr,i32,i32,i64,i16,ptr,ptr	15	0.013117
sqlite3	call	void	ptr,ptr,ptr,ptr,ptr	15	0.013117
sqlite3	call	i8	ptr,ptr	14	0.012242
sqlite3	call	ptr	ptr,ptr,i8,ptr	14	0.012242
sqlite3	call	double	ptr,ptr	13	0.011368
sqlite3	call	ptr	ptr,i8,ptr,i32,i32,ptr	13	0.011368
sqlite3	call	void	i32,ptr	13	0.011368
sqlite3	fmul	fp128	fp128,fp128	13	0.011368
sqlite3	sitofp	double	i64	13	0.011368
sqlite3	call	i32	ptr,i32,i8,i32,ptr	12	0.010493
sqlite3	call	i32	ptr,ptr,i32,ptr,ptr	12	0.010493
sqlite3	call	i32	ptr,ptr,i32,ptr,ptr,ptr	12	0.010493
sqlite3	call	i32	ptr,ptr,ptr,i32,ptr,ptr	12	0.010493
sqlite3	call	ptr	i64,ptr	12	0.010493
sqlite3	call	ptr	ptr,i8,ptr	12	0.010493
sqlite3	call	ptr	ptr,ptr,i32,i32,i8,i32,ptr	12	0.010493
sqlite3	call	void	ptr,ptr,ptr,ptr,ptr,ptr	12	0.010493
sqlite3	srem	i32	i32,i32	12	0.010493
sqlite3	udiv	i32	i32,i32	12	0.010493
sqlite3	call	i16	ptr,ptr,ptr	11	0.009619
sqlite3	call	void	ptr,ptr,i32,i32,i32,ptr	11	0.009619
sqlite3	phi	i64	i64,i64	11	0.009619
sqlite3	ret	void	i64	11	0.009619
sqlite3	call	i32	ptr,ptr,i32,i32,ptr,ptr,ptr	10	0.008745
sqlite3	call	i32	ptr,ptr,i64,i32,ptr,ptr	10	0.008745
sqlite3	call	ptr	ptr,i32,ptr,ptr,ptr	10	0.008745
sqlite3	call	void	i32,ptr,ptr	10	0.008745
sqlite3	call	void	ptr,i32,i32,ptr,i32,ptr	10	0.008745
sqlite3	call	void	ptr,i8,i8,ptr	10	0.008745
sqlite3	call	void	ptr,ptr,ptr,ptr,i32,ptr	10	0.008745
sqlite3	shl	i64	i64,i64	10	0.008745
sqlite3	switch	void	i32,label,label,label,label	10	0.008745
sqlite3	add	i8	i8,i8	9	0.007870
sqlite3	call	double	double,double,double,ptr	9	0.007870
sqlite3	call	i32	ptr,ptr,i32,i32,ptr	9	0.007870
sqlite3	call	i32	ptr,ptr,i32,ptr,ptr,ptr,ptr	9	0.007870
sqlite3	call	void	ptr,i32,ptr,i8,ptr,ptr	9	0.007870
sqlite3	call	void	ptr,i32,ptr,ptr,ptr	9	0.007870
sqlite3	fcmp	i1	fp128,fp128	9	0.007870
sqlite3	switch	void	i32,label,label,label,label,label	9	0.007870
sqlite3	add	i16	i16,i16	8	0.006996
sqlite3	call	i32	i32,i32,ptr,ptr	8	0.006996
sqlite3	call	i32	ptr,i32,i32,ptr,ptr	8	0.006996
sqlite3	call	i32	ptr,i64,ptr	8	0.006996
sqlite3	call	i32	ptr,i64,ptr,ptr	8	0.006996
sqlite3	call	i32	ptr,ptr,ptr,i32,i8,ptr	8	0.006996
sqlite3	call	ptr	ptr,i64,ptr	8	0.006996
sqlite3	call	void	i32,i32,ptr	8	0.006996
sqlite3	call	void	ptr,double,ptr	8	0.006996
sqlite3	call	void	ptr,i64,ptr	8	0.006996
sqlite3	unreachable	void	-	8	0.006996
sqlite3	call	i32	ptr,i32,ptr,i32,ptr,ptr	7	0.006121
sqlite3	call	void	ptr,i32,i8,i32,ptr,ptr	7	0.006121
sqlite3	ret	void	double	7	0.006121
sqlite3	sdiv	i64	i64,i64	7	0.006121
sqlite3	call	i32	i32,i32,i32,ptr	6	0.005247
sqlite3	call	i32	ptr,i32,i32,ptr,ptr,ptr,ptr	6	0.005247
sqlite3	call	i32	ptr,i32,i8,ptr	6	0.005247
sqlite3	call	i32	ptr,i32,ptr,i32,ptr,i32,i32,i32,i32,ptr,ptr,ptr	6	0.005247
sqlite3	call	i32	ptr,i8,ptr	6	0.005247
sqlite3	call	i64	ptr,i32,ptr	6	0.005247
sqlite3	call	void	ptr,i32,i32,i8,ptr,ptr	6	0.005247
sqlite3	fptosi	i64	double	6	0.005247
sqlite3	lshr	i64	i64,i64	6	0.005247
sqlite3	switch	void	i32,label,label,label,label,label,label	6	0.005247
sqlite3	trunc	i8	i64	6	0.005247
sqlite3	urem	i64	i64,i64	6	0.005247
sqlite3	call	i32	ptr,i64,i32,ptr	5	0.004372
sqlite3	call	i32	ptr,ptr,ptr,i32,i32,i32,i32,i32,ptr	5	0.004372
sqlite3	call	i32	ptr,ptr,ptr,i32,ptr	5	0.004372
sqlite3	call	ptr	i32,ptr,ptr,double,ptr	5	0.004372
sqlite3	call	ptr	ptr,ptr,ptr,ptr,i8,ptr	5	0.004372
sqlite3	call	ptr	ptr,ptr,ptr,ptr,ptr,ptr	5	0.004372
sqlite3	call	ptr	ptr,ptr,ptr,ptr,ptr,ptr,ptr,i32,ptr,ptr,ptr	5	0.004372
sqlite3	call	void	ptr,i32,i32,i32,i32,ptr	5	0.004372
sqlite3	call	void	ptr,i32,ptr,i32,i32,ptr	5	0.004372
sqlite3	call	void	ptr,ptr,ptr,i32,i32,i32,ptr	5	0.004372
sqlite3	call	void	ptr,ptr,ptr,i32,i32,ptr,i32,ptr,i32,i32,ptr,ptr	5	0.004372
sqlite3	inttoptr	ptr	i64	5	0.004372
sqlite3	ret	void	i8	5	0.004372
sqlite3	sext	i64	i16	5	0.004372
sqlite3	switch	void	i32,label,label,label,label,label,label,label,label,label,label	5	0.004372
sqlite3	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label	5	0.004372
sqlite3	trunc	i8	i16	5	0.004372
sqlite3	xor	i64	i64,i64	5	0.004372
sqlite3	ashr	i64	i64,i64	4	0.003498
sqlite3	call	double	double,ptr	4	0.003498
sqlite3	call	i32	ptr,i32,i32,i32,ptr,ptr	4	0.003498
sqlite3	call	i32	ptr,i32,ptr,i32,ptr,i8,ptr	4	0.003498
sqlite3	call	i32	ptr,ptr,i32,i32,i32,ptr,ptr	4	0.003498
sqlite3	call	i32	ptr,ptr,i32,i32,ptr,ptr	4	0.003498
sqlite3	call	i32	ptr,ptr,i64,i32,ptr	4	0.003498
sqlite3	call	i32	ptr,ptr,ptr,ptr,ptr,ptr,ptr	4	0.003498
sqlite3	call	i8	ptr,i8,ptr	4	0.003498
sqlite3	call	ptr	i32,ptr,ptr,i32,ptr,ptr	4	0.003498
sqlite3	call	ptr	i32,ptr,ptr,i64,ptr	4	0.003498
sqlite3	call	ptr	ptr,i32,i32,ptr	4	0.003498
sqlite3	call	ptr	ptr,i32,ptr,i32,ptr	4	0.003498
sqlite3	call	ptr	ptr,ptr,ptr,i32,ptr	4	0.003498
sqlite3	call	void	ptr,i32,i32,ptr,ptr	4	0.003498
sqlite3	call	void	ptr,ptr,i32,i32,ptr,i32,i32,i32,i32,ptr	4	0.003498
sqlite3	call	void	ptr,ptr,ptr,i32,i32,ptr	4	0.003498
sqlite3	call	void	ptr,ptr,ptr,ptr,ptr,i32,ptr	4	0.003498
sqlite3	call	void	ptr,ptr,ptr,ptr,ptr,i32,ptr,ptr,i32,i32,ptr	4	0.003498
sqlite3	fneg	double	double	4	0.003498
sqlite3	ptrtoint	i32	ptr	4	0.003498
sqlite3	switch	void	i32,label,label,label	4	0.003498
sqlite3	urem	i32	i32,i32	4	0.003498
sqlite3	call	i32	i64,ptr	3	0.002623
sqlite3	call	i32	ptr	3	0.002623
sqlite3	call	i32	ptr,i32,i32,ptr,i32,i32,ptr	3	0.002623
sqlite3	call	i32	ptr,i32,ptr,i32,ptr,i32,ptr	3	0.002623
sqlite3	call	i32	ptr,ptr,i8,i32,i32,ptr	3	0.002623
sqlite3	call	i32	ptr,ptr,i8,i8,ptr,ptr	3	0.002623
sqlite3	call	i32	ptr,ptr,ptr,i64,ptr,i32,i32,ptr,ptr	3	0.002623
sqlite3	call	i64	double,ptr	3	0.002623
sqlite3	call	i64	i32,ptr,i64,ptr	3	0.002623
sqlite3	call	ptr	ptr,ptr,i32,i32,ptr	3	0.002623
sqlite3	call	ptr	ptr,ptr,i32,i32,ptr,ptr,ptr,ptr	3	0.002623
sqlite3	call	ptr	ptr,ptr,i64,ptr	3	0.002623
sqlite3	call	ptr	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	3	0.002623
sqlite3	call	void	ptr,i32,[2 x i64],ptr,ptr	3	0.002623
sqlite3	call	void	ptr,ptr,ptr,i32,i32,i32,i32,ptr	3	0.002623
sqlite3	call	void	ptr,ptr,ptr,i32,ptr,ptr	3	0.002623
sqlite3	call	void	ptr,ptr,ptr,ptr,ptr,ptr,i32,ptr,ptr	3	0.002623
sqlite3	call	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr	3	0.002623
sqlite3	call	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	3	0.002623
sqlite3	fpext	fp128	double	3	0.002623
sqlite3	icmp	i1	i16,i16	3	0.002623
sqlite3	load	[2 x i64]	ptr	3	0.002623
sqlite3	sitofp	fp128	i32	3	0.002623
sqlite3	switch	void	i32,label,label,label,label,label,label,label	3	0.002623
sqlite3	udiv	i64	i64,i64	3	0.002623
sqlite3	call	fp128	fp128,fp128,fp128,ptr	2	0.001749
sqlite3	call	i32	i32,i32,ptr	2	0.001749
sqlite3	call	i32	i32,ptr,ptr,ptr,ptr	2	0.001749
sqlite3	call	i32	ptr,i32,i32,i32,i32,ptr,i32,i32,i32,i32,ptr,ptr	2	0.001749
sqlite3	call	i32	ptr,i32,i64,ptr	2	0.001749
sqlite3	call	i32	ptr,i32,ptr,ptr,ptr,ptr,ptr	2	0.001749
sqlite3	call	i32	ptr,i64,ptr,i32,ptr	2	0.001749
sqlite3	call	i32	ptr,i64,ptr,ptr,ptr	2	0.001749
sqlite3	call	i32	ptr,ptr,i64,ptr,i32,i32,i32,ptr	2	0.001749
sqlite3	call	i32	ptr,ptr,i8,ptr	2	0.001749
sqlite3	call	i32	ptr,ptr,ptr,i32,i32,i32,ptr	2	0.001749
sqlite3	call	i32	ptr,ptr,ptr,i32,i32,ptr	2	0.001749
sqlite3	call	i32	ptr,ptr,ptr,i32,i32,ptr,ptr	2	0.001749
sqlite3	call	i32	ptr,ptr,ptr,i64,i32,ptr	2	0.001749
sqlite3	call	i64	i32,i64,i32,ptr	2	0.001749
sqlite3	call	ptr	i32,ptr,ptr,i32,i32,i32,ptr	2	0.001749
sqlite3	call	ptr	ptr,i32,ptr,ptr	2	0.001749
sqlite3	call	ptr	ptr,ptr,i64,ptr,ptr,ptr,ptr	2	0.001749
sqlite3	call	ptr	ptr,ptr,ptr,i32,ptr,ptr	2	0.001749
sqlite3	call	ptr	ptr,ptr,ptr,ptr,ptr,i32,ptr	2	0.001749
sqlite3	call	void	i8,ptr,ptr	2	0.001749
sqlite3	call	void	ptr,i32,i32,i32,ptr,ptr	2	0.001749
sqlite3	call	void	ptr,i32,ptr,i32,ptr,ptr,ptr,ptr,ptr	2	0.001749
sqlite3	call	void	ptr,i32,ptr,ptr,i64,ptr	2	0.001749
sqlite3	call	void	ptr,ptr,i64,ptr	2	0.001749
sqlite3	fadd	fp128	fp128,fp128	2	0.001749
sqlite3	fdiv	fp128	fp128,fp128	2	0.001749
sqlite3	fneg	fp128	fp128	2	0.001749
sqlite3	phi	i1	i1,i1,i1,i1	2	0.001749
sqlite3	srem	i64	i64,i64	2	0.001749
sqlite3	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	2	0.001749
